1	2		0.00025315	-19.49883745	9.27
7	11		0.00248646	46.94000154	7.34
25	38		0.00740312	-79.06183133	8.65
26	39		0.00745743	-16.6969302	7.46
32	47		0.00901282	-56.83524773	10.78
33	48		0.00901484	-40.69044664	7.31
37	54		0.01011037	17.96895579	10.57
38	55		0.01052221	-66.68310336	7.4
40	57		0.01121903	-69.67580068	8.27
49	68		0.01337575	16.98896499	8.79
54	74		0.01479152	35.75272213	9.93
55	75		0.01487747	-50.446465	7.42
60	81		0.01625762	-4.93211471	8.57
80	110		0.02324721	39.61081788	8.61
81	111		0.02327246	34.28185977	11.28
82	112	 	0.02379443	-16.94782618	10.8
85	115		0.02483977	-62.9231576	7.46
99	135		0.02844972	-0.21749947	8.64
104	142		0.03024991	66.30600204	7.33
106	143		0.03034547	21.4621375	10.35
110	149	 	0.03191233	26.00557721	11.3
126	169	 	0.03566806	-68.28020594	9.66
139	184		0.03931837	11.00634091	8.48
145	191		0.04081914	-46.02884131	12.43
193	263		0.05528252	4.68713578	12.04
199	270		0.05667045	73.17449052	7.36
202	276		0.05719411	20.66591788	7.49
209	283		0.05847703	12.35682896	7.45
218	296		0.06147189	-28.39584776	8.24
223	300		0.06232724	42.02349764	7.45
227	305		0.06480418	-28.3937693	7.66
241	323		0.06951519	49.87020726	7.38
258	350		0.07328727	-57.32287483	10.37
259	351		0.07350819	-47.06812971	9.8
262	357	 	0.07514627	-72.8972207	7.33
270	372		0.07770637	-70.40421693	7.46
275	378		0.07812793	14.96533616	7.37
291	400	 	0.082244	23.26964739	7.82
296	404		0.08264115	45.67395209	7.47
298	407		0.08295163	-70.21220744	8.13
310	420		0.08544451	-52.15142338	7.53
311	422		0.0857839	67.84002075	7.41
317	428	 	0.08615576	45.78693438	9.93
321	436	 	0.08829689	-67.8312267	8.48
328	439	 	0.08897037	-37.3516811	8.54
330	445		0.08934144	-56.95562054	7.42
337	454		0.09066964	-14.42209198	7.39
339	457		0.09111921	-42.88738421	7.47
342	460		0.09131763	22.22467477	9.13
347	468		0.09326412	-61.30989474	7.36
348	469		0.09340207	-51.26045604	7.36
351	473	 	0.09452151	45.81245496	8.97
353	475		0.09488884	58.31365552	8.22
358	490		0.09790781	-41.7528821	7.51
360	493		0.09856701	18.23536692	7.45
362	495		0.0987676	18.07622626	8.58
370	505		0.10094255	63.67965857	7.36
386	523	 	0.10525068	-65.83919547	12.16
391	529		0.10693367	-18.03825665	7.31
420	581		0.1178221	6.87560716	7.44
437	605		0.12279011	-56.83685592	7.48
439	607		0.1229105	26.45088655	7.33
444	612		0.12445974	-56.01154749	7.48
447	616	 	0.1256492	-23.8189432	8.7
452	620		0.12688198	-86.03877612	7.39
456	625		0.12713266	40.07851976	7.39
464	634		0.12863906	37.18548226	7.44
470	641		0.13107664	55.57701937	7.82
498	682		0.1404706	6.6168073	7.59
500	687	 	0.14092673	17.42445447	10.79
502	689		0.14121806	34.93452295	7.41
510	698		0.14410568	-74.23842588	7.38
513	701		0.14553806	74.21471191	7.44
520	710		0.14687296	8.02174864	7.43
525	717		0.14784442	0.69244524	7.31
528	723		0.14916054	66.45664771	8.57
536	731		0.15076392	27.65123946	11.65
539	738	 	0.15108459	-27.12235235	11.72
546	754		0.15434287	25.28231728	7.78
566	785		0.16147926	-63.58967752	7.4
568	787		0.16210387	-31.82493921	9.53
651	897	 	0.18457256	-5.78399441	10.86
652	898		0.18458005	5.20868148	11.55
653	900		0.18490022	4.1331073	7.44
666	916	 	0.18913516	58.3498627	9.48
668	919		0.18952649	30.44948927	7.95
671	924		0.19190613	-49.62920981	8.97
673	926		0.1919808	40.39896612	7.47
680	933		0.1932191	7.12150984	10.03
682	934		0.19323539	-57.47238652	9.04
689	943		0.19374302	10.32845614	8.61
691	945		0.19414811	55.96148616	7.47
694	948		0.19474711	-39.22963982	9.92
700	954		0.19654161	9.14000705	7.45
702	957		0.19734227	66.12634754	7.32
706	965		0.19871477	-75.47684086	7.49
715	974		0.20106614	27.09915401	8.73
721	980		0.20189934	47.49116017	7.36
726	986		0.20384602	39.90157203	7.43
735	999		0.2083661	14.56369614	8.44
737	1003		0.20911707	-30.85929019	8.66
740	1006		0.20927584	21.71414164	11.67
741	1008		0.20934246	44.59075801	7.44
751	1023		0.21256484	57.22755962	7.34
759	1033		0.21531639	-3.3815183	7.37
767	1044		0.217395	-45.17634037	10.74
773	1055		0.21917572	20.38241602	10.41
783	1068	 	0.22073286	69.32759224	13.06
784	1069		0.22096224	-26.32530812	7.44
787	1072		0.22174365	-20.61881565	7.45
790	1075		0.22236124	49.72339535	7.32
792	1078		0.22343465	19.07164311	9.86
